id,code,name
hospital.gmdn_11168,11168,Dentifrice
hospital.gmdn_11169,11169,"Cup, denture"
hospital.gmdn_11170,11170,Denture cushion
hospital.gmdn_11171,11171,"Denture repair kit, professional"
hospital.gmdn_11172,11172,"Denture, preformed"
hospital.gmdn_11177,11177,Skin abrasion unit
hospital.gmdn_11179,11179,"Dermatome, line-powered"
hospital.gmdn_11182,11182,Dermohygrometer
hospital.gmdn_11202,11202,Device status label/tag
hospital.gmdn_11226,11226,Peritoneal dialysis system
hospital.gmdn_11239,11239,"Nappy, adult"
hospital.gmdn_11245,11245,"Diathermy treatment system, microwave"
hospital.gmdn_11246,11246,"Diathermy treatment system generator, short wave"
hospital.gmdn_11248,11248,Physical therapy ultrasound system
hospital.gmdn_11255,11255,Cardiac dilator
hospital.gmdn_11256,11256,Common bile duct dilator
hospital.gmdn_11260,11260,Nasal dilator
hospital.gmdn_11261,11261,Pulmonary dilator
hospital.gmdn_11262,11262,Rectal dilator
hospital.gmdn_11263,11263,Tracheal dilator
hospital.gmdn_11264,11264,Fallopian tube dilator
hospital.gmdn_11265,11265,Urethral dilator
hospital.gmdn_11266,11266,"Cervical dilator, fixed-size"
hospital.gmdn_11267,11267,Vaginal dilator
hospital.gmdn_11268,11268,Vessel dilator
hospital.gmdn_11289,11289,Dissection kit
hospital.gmdn_11290,11290,"Dissector, general-purpose"
hospital.gmdn_11291,11291,Distractor
hospital.gmdn_11297,11297,Douche kit
hospital.gmdn_11301,11301,Closed-wound drainage reservoir
hospital.gmdn_11305,11305,Closed-wound drain
hospital.gmdn_11307,11307,"Drain, T"
hospital.gmdn_11308,11308,Thoracic drain
hospital.gmdn_11313,11313,"Jar, dressings"
hospital.gmdn_11321,11321,"Dressing, liquid barrier, synthetic polymer"
hospital.gmdn_11322,11322,"Dressing, burn"
hospital.gmdn_11323,11323,"Dressing, foam"
hospital.gmdn_11325,11325,"Dressing, nonadherent"
hospital.gmdn_11330,11330,Biopsy drill
hospital.gmdn_11332,11332,"Surgical drill, cannulated"
hospital.gmdn_11334,11334,"Cranial perforator, automatic, reusable"
hospital.gmdn_11337,11337,Fingernail drill
hospital.gmdn_11339,11339,Middle ear surgery drill
hospital.gmdn_11345,11345,Driver/extractor
hospital.gmdn_11346,11346,"Driver/extractor, bone nail-pin"
hospital.gmdn_11347,11347,"Driver/extractor, bone plate"
hospital.gmdn_11371,11371,Ear irrigation kit
hospital.gmdn_11387,11387,Echoencephalograph
hospital.gmdn_11389,11389,"Ultrasound imaging system, ophthalmic"
hospital.gmdn_11391,11391,Eikonometer
hospital.gmdn_11402,11402,Electrocardiocontourograph
hospital.gmdn_11407,11407,"Electrocardiograph, general-purpose"
hospital.gmdn_11425,11425,Electrode gel
hospital.gmdn_11434,11434,Catheter-tip electrode
hospital.gmdn_11436,11436,Cystoscopic electrode
hospital.gmdn_11440,11440,Electroencephalograph electrode
hospital.gmdn_11441,11441,Electromyograph electrode
hospital.gmdn_11442,11442,Electronystagmograph electrode
hospital.gmdn_11444,11444,"Electroconvulsive therapy system electrode/lead, single-use"
hospital.gmdn_11452,11452,Nasopharyngeal electrode
hospital.gmdn_11460,11460,Electroretinograph electrode
hospital.gmdn_11461,11461,Iontophoresis sweat induction system electrode
hospital.gmdn_11467,11467,Electroencephalograph
hospital.gmdn_11474,11474,Electromyograph
hospital.gmdn_11479,11479,Electronystagmograph
hospital.gmdn_11480,11480,Electrooculograph
hospital.gmdn_11482,11482,Electroretinograph
hospital.gmdn_11484,11484,Electroconvulsive therapy system
hospital.gmdn_11487,11487,Electrostatic voltage measuring instrument
hospital.gmdn_11490,11490,"Electrosurgical diathermy system generator, general-purpose"
hospital.gmdn_11500,11500,"Electrosurgical diathermy system electrode, return, single-use"
hospital.gmdn_11507,11507,Neurosurgical bone flap elevator
hospital.gmdn_11522,11522,"Emesis bowl, reusable"
hospital.gmdn_11531,11531,Endometrial sampling kit
hospital.gmdn_11582,11582,Enema kit
hospital.gmdn_11583,11583,Enema tip
hospital.gmdn_11585,11585,ENT examination/treatment system
hospital.gmdn_11588,11588,Incontinence alarm
hospital.gmdn_11606,11606,Ether dropper
hospital.gmdn_11614,11614,Evoked-potential graphic recording system
hospital.gmdn_11625,11625,"Exerciser, arm"
hospital.gmdn_11627,11627,"Exerciser, chest"
hospital.gmdn_11628,11628,"Exerciser, finger"
hospital.gmdn_11629,11629,"Exerciser, hand"
hospital.gmdn_11634,11634,"Exerciser, respiratory"
hospital.gmdn_11636,11636,"Exerciser, shoulder"
hospital.gmdn_11638,11638,"Exerciser, trapeze"
hospital.gmdn_11653,11653,Eye cup
hospital.gmdn_11655,11655,Eye irrigation kit
hospital.gmdn_11661,11661,Eye pad
hospital.gmdn_11675,11675,Enteral feeding bag
hospital.gmdn_11677,11677,Enteral feeding set
hospital.gmdn_11700,11700,Fibrillator
hospital.gmdn_11702,11702,Bone file
hospital.gmdn_11703,11703,Callous file
hospital.gmdn_11704,11704,Filiform
hospital.gmdn_11711,11711,Air filter
hospital.gmdn_11719,11719,Finger-stall
hospital.gmdn_11744,11744,Gas flow timer
hospital.gmdn_11751,11751,"Dressing, high-absorbent, fluff"
hospital.gmdn_11772,11772,"Footstool, conductive"
hospital.gmdn_11775,11775,Biopsy forceps
hospital.gmdn_11777,11777,Dressing forceps
hospital.gmdn_11782,11782,"Gallbladder forceps, self-retaining"
hospital.gmdn_11785,11785,Intestinal/tissue grasping forceps
hospital.gmdn_11787,11787,"Lung grasping forceps, self-retaining"
hospital.gmdn_11791,11791,Sponge/dressing forceps
hospital.gmdn_11792,11792,"Forceps, sterilizer transfer"
hospital.gmdn_11798,11798,Utility forceps
hospital.gmdn_11799,11799,"Jar, forceps"
hospital.gmdn_11802,11802,Forensic evidence kit
hospital.gmdn_11850,11850,Gasometer
hospital.gmdn_11858,11858,"Gastroscope, rigid"
hospital.gmdn_11880,11880,Autopsy gloves
hospital.gmdn_11884,11884,"Surgical gloves, hypoallergenic"
hospital.gmdn_11885,11885,Utility glove
hospital.gmdn_11894,11894,Gonioscope
hospital.gmdn_11902,11902,"Gown, operating room, reusable"
hospital.gmdn_11905,11905,"Gown, patient, reusable"
hospital.gmdn_11910,11910,"Bone graft, natural"
hospital.gmdn_11912,11912,Skin graft
hospital.gmdn_11937,11937,Gustometer
hospital.gmdn_11950,11950,"Percussion hammer, manual"
hospital.gmdn_11961,11961,Face shield
hospital.gmdn_11963,11963,Headlight
hospital.gmdn_11973,11973,Cardiopulmonary bypass system heat exchanger
hospital.gmdn_11977,11977,"Simulator, heart sound"
hospital.gmdn_11989,11989,"Heating pad system under/overlay, electric"
hospital.gmdn_11991,11991,Heel stirrup
hospital.gmdn_12009,12009,His bundle detector
hospital.gmdn_12030,12030,Ether hook
hospital.gmdn_12032,12032,Intrauterine device removal hook
hospital.gmdn_12042,12042,Heating/cooling bottle
hospital.gmdn_12050,12050,"Humidifier, heated"
hospital.gmdn_12061,12061,Hyperbaric chamber
hospital.gmdn_12082,12082,Ice bag
hospital.gmdn_12094,12094,Ankle immobilizer
hospital.gmdn_12095,12095,Arm immobilizer
hospital.gmdn_12096,12096,Elbow immobilizer
hospital.gmdn_12097,12097,"Infant immobilizer, reusable"
hospital.gmdn_12099,12099,Knee immobilizer
hospital.gmdn_12101,12101,"Shoulder immobilizer, reusable"
hospital.gmdn_12102,12102,"Wrist immobilizer, reusable"
hospital.gmdn_12103,12103,Impedance cardiograph
hospital.gmdn_12132,12132,"Medication/vaccine injector, syringe"
hospital.gmdn_12135,12135,"Emergency kit, insect sting"
hospital.gmdn_12143,12143,Instrument tray
hospital.gmdn_12144,12144,"Hysteroscopic distention unit, gas"
hospital.gmdn_12155,12155,Intrauterine balloon
hospital.gmdn_12159,12159,"Intravenous administration set, burette"
hospital.gmdn_12161,12161,Intravenous catheterization kit
hospital.gmdn_12170,12170,Intravenous administration tubing extension set
hospital.gmdn_12223,12223,Bucket liner
hospital.gmdn_12229,12229,Kinesthesiometer
hospital.gmdn_12234,12234,"Blade, knife"
hospital.gmdn_12235,12235,Scalpel handle
hospital.gmdn_12236,12236,Knife holder
hospital.gmdn_12245,12245,"Knife, ear"
hospital.gmdn_12250,12250,Paraffin wax knife
hospital.gmdn_12253,12253,Skin grafting knife
hospital.gmdn_12255,12255,"Knife, tonsil"
hospital.gmdn_12276,12276,Examination/treatment light
hospital.gmdn_12282,12282,Operating light
hospital.gmdn_12291,12291,"Laparoscope, rigid, optical"
hospital.gmdn_12292,12292,"Tube, laryngectomy"
hospital.gmdn_12294,12294,Laryngostroboscope
hospital.gmdn_12304,12304,"Lavage unit, dental"
hospital.gmdn_12313,12313,Leg bath
hospital.gmdn_12318,12318,Lens expressor
hospital.gmdn_12326,12326,"Lensmeter, manually-operated, line-powered"
hospital.gmdn_12330,12330,"Patient lifting system, mobile, battery-powered"
hospital.gmdn_12351,12351,"Dental light, general-purpose"
hospital.gmdn_12352,12352,"Dental light, intraoral, fibreoptic"
hospital.gmdn_12377,12377,Lithometer
hospital.gmdn_12379,12379,Lithotrite
hospital.gmdn_12391,12391,"Patient data recorder, long-term, trend"
hospital.gmdn_12404,12404,Lumbar puncture kit
hospital.gmdn_12408,12408,"Simulator, lung"
hospital.gmdn_12442,12442,Ocular ink pen
hospital.gmdn_12463,12463,Maternity kit
hospital.gmdn_12500,12500,Medical bag
hospital.gmdn_12501,12501,Medical chart holder
hospital.gmdn_12505,12505,"Medicine cup, single-use"
hospital.gmdn_12506,12506,Medicine dropper
hospital.gmdn_12507,12507,Medicine tray
hospital.gmdn_12516,12516,"Metal detector, magnetic"
hospital.gmdn_12518,12518,"Metal detector, photographic"
hospital.gmdn_12519,12519,"Metal detector, ultrasonic"
hospital.gmdn_12524,12524,Metreurynter
hospital.gmdn_12534,12534,Micromanipulator
hospital.gmdn_12535,12535,Microscope cover
hospital.gmdn_12542,12542,"Urine sampling kit, midstream collection"
hospital.gmdn_12551,12551,Obstetrical mirror
hospital.gmdn_12552,12552,"Mirror, posture"
hospital.gmdn_12554,12554,"Medication therapy tent, adult"
hospital.gmdn_12557,12557,"Oxygen administration tent, face"
hospital.gmdn_12570,12570,Moleskin
hospital.gmdn_12585,12585,Bed-occupancy alarm
hospital.gmdn_12590,12590,"Blood gas analyser, oxygen, in vitro"
hospital.gmdn_12609,12609,Eye movement analysing system
hospital.gmdn_12662,12662,"Patient monitor, respiration"
hospital.gmdn_12678,12678,"Patient monitor, ventilation"
hospital.gmdn_12692,12692,Myograph
hospital.gmdn_12695,12695,Nail clipper
hospital.gmdn_12696,12696,Orthopaedic bone nail extractor
hospital.gmdn_12699,12699,Nasal balloon
hospital.gmdn_12709,12709,Nasopharyngoscope
hospital.gmdn_12710,12710,Nasoscope
hospital.gmdn_12716,12716,"Nebulizing system, heated"
hospital.gmdn_12719,12719,"Nebulizing system, ultrasonic"
hospital.gmdn_12726,12726,Needle holder
hospital.gmdn_12727,12727,Needle introducer
hospital.gmdn_12732,12732,Airway needle
hospital.gmdn_12734,12734,"Biopsy needle, general-purpose, single-use"
hospital.gmdn_12739,12739,"Needle, cholangiographic"
hospital.gmdn_12740,12740,"Dental syringe needle, single-use"
hospital.gmdn_12741,12741,"Needle, dialysis"
hospital.gmdn_12745,12745,"Hypodermic needle, single-use"
hospital.gmdn_12747,12747,"Needle, intra-arterial"
hospital.gmdn_12750,12750,"Pneumoperitoneal needle, spring-loaded, single-use"
hospital.gmdn_12779,12779,Infant feeding bottle
hospital.gmdn_12796,12796,Olfactometer
hospital.gmdn_12799,12799,Cardiointegraph
hospital.gmdn_12800,12800,Oncometer
hospital.gmdn_12804,12804,Ophthalmodiaphanoscope
hospital.gmdn_12805,12805,Ophthalmodiastimeter
hospital.gmdn_12810,12810,Ophthalmoleukoscope
hospital.gmdn_12811,12811,Keratometer
hospital.gmdn_12817,12817,"Ophthalmoscope, direct"
hospital.gmdn_12820,12820,Ophthalmotropometer
hospital.gmdn_12821,12821,Optometer
hospital.gmdn_12822,12822,Optomyometer
hospital.gmdn_12825,12825,Orange stick
hospital.gmdn_12839,12839,Oscilloscope
hospital.gmdn_12844,12844,Orthopaedic osteotome
hospital.gmdn_12846,12846,Plastic surgery osteotome
hospital.gmdn_12849,12849,"Otoscope, direct"
hospital.gmdn_12855,12855,Oxygen administration kit
hospital.gmdn_12873,12873,"Oxygen therapy concentrator, stationary"
hospital.gmdn_12875,12875,Oxygen administration tubing
hospital.gmdn_12893,12893,"Oxygen administration tent, adult"
hospital.gmdn_12913,12913,"Pacemaker, implantable"
hospital.gmdn_12935,12935,Percussion pad
hospital.gmdn_12950,12950,"Algesimeter, pressure"
hospital.gmdn_12955,12955,Papanicolaou smear kit
hospital.gmdn_12963,12963,"Cabinet, pass-through"
hospital.gmdn_12980,12980,Pelvimeter
hospital.gmdn_12990,12990,"Amniotic membrane perforator, reusable"
hospital.gmdn_12991,12991,Ear lobe perforator
hospital.gmdn_12996,12996,Perineal irrigation kit
hospital.gmdn_13017,13017,Phonocardiograph
hospital.gmdn_13039,13039,ENT middle ear pick
hospital.gmdn_13056,13056,"Plethysmograph, segmental, limb"
hospital.gmdn_13085,13085,Polygraph
hospital.gmdn_13088,13088,"Bath, whole body, portable"
hospital.gmdn_13090,13090,Body posture chart
hospital.gmdn_13100,13100,"Pressure infusor, manual"
hospital.gmdn_13116,13116,"Thermometer cover, electronic probe"
hospital.gmdn_13120,13120,Lacrimal duct probe
hospital.gmdn_13180,13180,Orthopaedic prosthesis implantation instrument
hospital.gmdn_13187,13187,Dental pulp analysis system
hospital.gmdn_13201,13201,"Pump, dye dilution"
hospital.gmdn_13209,13209,Enteral feeding pump
hospital.gmdn_13215,13215,"Infusion pump, general-purpose"
hospital.gmdn_13217,13217,Syringe pump
hospital.gmdn_13220,13220,Cardiac output unit infusion/withdrawal pump
hospital.gmdn_13235,13235,Pupillograph
hospital.gmdn_13236,13236,"Pupillometer, line-powered"
hospital.gmdn_13274,13274,Video cassette recorder
hospital.gmdn_13287,13287,Raspatory
hospital.gmdn_13314,13314,Refrigerator alarm
hospital.gmdn_13316,13316,"Refrigerator, morgue"
hospital.gmdn_13318,13318,"Heat exchanger, regional perfusion"
hospital.gmdn_13356,13356,Wheelchair occupant restraint
hospital.gmdn_13366,13366,"Resuscitator, pulmonary, gas-powered"
hospital.gmdn_13369,13369,Bandage retainer
hospital.gmdn_13371,13371,Visceral retainer
hospital.gmdn_13372,13372,Retinoscope
hospital.gmdn_13375,13375,"Abdominal retractor, hand-held"
hospital.gmdn_13380,13380,Dental retractor
hospital.gmdn_13381,13381,Eye retractor
hospital.gmdn_13384,13384,"Laminectomy retractor, self-retaining"
hospital.gmdn_13387,13387,"Plastic surgery retractor, self-retaining"
hospital.gmdn_13388,13388,Rectal retractor
hospital.gmdn_13391,13391,"Thoracic retractor, self-retaining"
hospital.gmdn_13392,13392,"Vaginal retractor, self-retaining"
hospital.gmdn_13393,13393,Vessel retractor
hospital.gmdn_13399,13399,Ring cutter
hospital.gmdn_13414,13414,Cotton roll
hospital.gmdn_13418,13418,Neurosurgical rongeur
hospital.gmdn_13425,13425,Bone cutting router
hospital.gmdn_13457,13457,Autopsy scale
hospital.gmdn_13459,13459,Blood weighing scale
hospital.gmdn_13472,13472,Scarifier
hospital.gmdn_13481,13481,"Scissors, bandage"
hospital.gmdn_13482,13482,"Scissors, cardiovascular"
hospital.gmdn_13486,13486,"Ophthalmic scissors, corneal"
hospital.gmdn_13487,13487,"Ophthalmic scissors, enucleation"
hospital.gmdn_13488,13488,"Ophthalmic scissors, iris"
hospital.gmdn_13489,13489,"Ophthalmic scissors, suture"
hospital.gmdn_13490,13490,"Ophthalmic scissors, tenotomy"
hospital.gmdn_13492,13492,Dissection scissors
hospital.gmdn_13495,13495,"Scissors, nasal"
hospital.gmdn_13496,13496,"Scissors, neurosurgical"
hospital.gmdn_13500,13500,"Scissors, plastic surgery"
hospital.gmdn_13501,13501,"Scissors, rectal"
hospital.gmdn_13502,13502,"Scissors, suture"
hospital.gmdn_13504,13504,"Scissors, thoracic"
hospital.gmdn_13507,13507,Sclerotome
hospital.gmdn_13509,13509,Gallstone scoop
hospital.gmdn_13514,13514,Bedside screen
hospital.gmdn_13527,13527,"Surgical scrub suit, reusable"
hospital.gmdn_13532,13532,Mastoid searcher
hospital.gmdn_13538,13538,Oxygen sensor
hospital.gmdn_13543,13543,Pylorus separator
hospital.gmdn_13544,13544,Toe separator
hospital.gmdn_13551,13551,Knife sharpener
hospital.gmdn_13552,13552,Needle sharpener
hospital.gmdn_13565,13565,Bunion shield
hospital.gmdn_13570,13570,Wound shield
hospital.gmdn_13575,13575,"Shoe cover, conductive"
hospital.gmdn_13576,13576,"Shoe, non-conductive"
hospital.gmdn_13578,13578,"Shoe, conductive"
hospital.gmdn_13583,13583,Shroud kit
hospital.gmdn_13586,13586,Arterio-venous shunt
hospital.gmdn_13589,13589,Peritoneovenous shunt
hospital.gmdn_13607,13607,Hydrotherapy sitz bath chair
hospital.gmdn_13609,13609,"Hydrotherapy sitz bath, powered"
hospital.gmdn_13614,13614,"Skin graft cutter, expanded mesh"
hospital.gmdn_13620,13620,"Oxygen therapy sleeve, topical"
hospital.gmdn_13622,13622,Arm sling
hospital.gmdn_13623,13623,Knee sling
hospital.gmdn_13624,13624,Leg sling
hospital.gmdn_13629,13629,"Emergency kit, snake bite"
hospital.gmdn_13634,13634,"Sock, fracture"
hospital.gmdn_13635,13635,Stump sock
hospital.gmdn_13637,13637,Solution bowl
hospital.gmdn_13643,13643,"Urethral sound, reusable"
hospital.gmdn_13644,13644,"Intrauterine sound, reusable"
hospital.gmdn_13671,13671,Sphygmograph
hospital.gmdn_13673,13673,Spine board
hospital.gmdn_13680,13680,"Spirometer, diagnostic"
hospital.gmdn_13692,13692,"Sponge bowl, reusable"
hospital.gmdn_13693,13693,Compress/sponge-counting rack
hospital.gmdn_13698,13698,Dissection sponge
hospital.gmdn_13700,13700,"Sponge, gauze"
hospital.gmdn_13701,13701,"Sponge, germicidal"
hospital.gmdn_13702,13702,"Sponge, neuro"
hospital.gmdn_13704,13704,Ophthalmic sponge
hospital.gmdn_13705,13705,"Sponge, x-ray detectable"
hospital.gmdn_13708,13708,Cast spreader
hospital.gmdn_13709,13709,"Rib spreader, self-retaining"
hospital.gmdn_13725,13725,Physical therapy steam bath
hospital.gmdn_13730,13730,Sterilization container
hospital.gmdn_13732,13732,"Sterilization process indicator, biological"
hospital.gmdn_13735,13735,"Sterilization packaging, single-use"
hospital.gmdn_13740,13740,"Sterilizer, gas, ethylene oxide"
hospital.gmdn_13754,13754,"Stethoscope, electronic"
hospital.gmdn_13755,13755,"Stethoscope, mechanical"
hospital.gmdn_13756,13756,Ultrasonic stethoscope
hospital.gmdn_13763,13763,Acupuncture electrical stimulation system
hospital.gmdn_13796,13796,Stool cover
hospital.gmdn_13810,13810,Clavicle strap
hospital.gmdn_13818,13818,"Stretcher, portable"
hospital.gmdn_13836,13836,Needle stylet
hospital.gmdn_13839,13839,Urological catheter stylet
hospital.gmdn_13846,13846,Suction kit
hospital.gmdn_13886,13886,Surgical packing
hospital.gmdn_13892,13892,Suture kit
hospital.gmdn_13894,13894,Suture removal kit
hospital.gmdn_13898,13898,"Catgut suture, plain"
hospital.gmdn_13899,13899,"Suture, collagen"
hospital.gmdn_13900,13900,Cotton suture
hospital.gmdn_13902,13902,Linen suture
hospital.gmdn_13904,13904,"Surgical stainless steel suture, multifilament"
hospital.gmdn_13905,13905,"Suture, nylon"
hospital.gmdn_13906,13906,Polyester suture
hospital.gmdn_13907,13907,Polyethylene suture
hospital.gmdn_13908,13908,Polyglycolic acid suture
hospital.gmdn_13909,13909,Polypropylene suture
hospital.gmdn_13910,13910,"Silk suture, sterile"
hospital.gmdn_13912,13912,Swab
hospital.gmdn_13913,13913,Antiseptic swab
hospital.gmdn_13946,13946,T-binder
hospital.gmdn_13953,13953,Autopsy table
