code,name
10485,"Pumps, Breast"
10486,Breathing Bags
10491,Bronchoscopes
10492,"Spirometers, Bronchial"
10500,Brushes
10502,"Brushes, Bur Cleaning"
10503,"Brushes, Denture"
10505,"Brushes, Eye"
10506,"Brushes, Gingival"
10507,"Brushes, Surgical Scrub"
10509,"Brushes, Tracheal Tube"
10510,Bubble Detectors
10511,"Traps, Bubble"
10516,Burn Kits
10519,Burs
10520,"Burs, Cranial"
10521,"Burs, Dental"
10522,"Burs, Podiatric"
10526,Cabinets
10529,"Cabinets, Anesthesia"
10531,"Cabinets, Bedside"
10532,"Cabinets, Dental"
10534,"Cabinets, Instrument"
10535,"Cabinets, Medicine"
10536,"Cabinets, Narcotic Control"
10538,"Cabinets, Treatment, Ultraviolet"
10540,"Cabinets, Warming"
10541,"Cabinets, Pass Box, X-ray"
10542,"Straps, Cable"
10546,Calipers
10547,"Calipers, Skinfold, Manual"
10548,Caloric Irrigation Units
10549,Cameras
10551,"Cameras, Fundus"
10552,"Cameras, Identification"
10555,"Cameras, Newborn"
10558,"Cameras, Oscilloscope"
10559,"Cameras, Surgical"
10560,Canes
10561,Cannulae
10564,"Cannulae, Arterial"
10566,"Cannulae, Aspirating"
10567,"Cannulae, Brain"
10569,"Cannulae, Coronary Artery"
10571,"Cannulae, Ear"
10572,"Cannulae, Epidural"
10573,"Cannulae, Eye"
10574,"Cannulae, Eye, Cyclodialysis"
10575,"Cannulae, Eye, Lacrimal"
10576,"Cannulae, Femoral"
10578,"Cannulae, Sinus"
10580,"Cannulae, Uterine"
10581,"Cannulae, Vena Caval"
10582,"Cannulae, Venous"
10588,Carbon Dioxide Analyzers
10598,"Catheterization Kits, Cardiac"
10608,Cardiac Compression Boards
10613,Cardiac Output Units
10614,"Cardiac Output Units, Direct Fick"
10615,"Cardiac Output Units, Thermal Dilution"
10617,Cardiodynameters
10634,"Washers, Cart"
10635,Carts
10636,"Carts, Anesthetist's"
10641,"Carts, Instrument"
10642,"Carts, Isolation"
10644,"Carts, Medication"
10646,"Carts, Orthopedic Supply"
10647,"Carts, Resuscitation"
10650,"Carts, Traction"
10655,Cast Cutters
10656,Cast Cutter Vacuums
10662,"Casting Units, Dental"
10665,Cast Material
10667,Cast Boots
10668,"Shoes, Cast"
10669,Cast Stockinettes
10671,"Socks, Cast Toe"
10672,Cast Walking Heels
10673,Cataract Extraction Units
10676,Catheter Care Kits
10678,Catheter Introducers
10685,Catheters
10688,"Catheters, Angiography"
10689,"Catheters, Arterial"
10691,"Catheters, Arterial Micro-Flow"
10694,"Catheters, Barium Enema"
10695,"Catheters, Bartholin's Gland"
10696,"Catheters, Biliary"
10698,"Catheters, Cardiac"
10700,"Catheters, Cardiac Balloon"
10701,"Catheters, Cardiac Bypass"
10702,"Catheters, Cardiac Percutaneous"
10704,"Catheters, Cerebrospinal"
10706,"Catheters, Coronary Perfusion"
10709,"Catheters, DePezzer"
10714,"Catheters, Embolectomy"
10716,"Catheters, Esophageal Balloon"
10717,"Catheters, Epidural"
10718,"Catheters, Eustachian"
10720,"Catheters, Urinary, Foley"
10723,"Catheters, Hemostatic"
10725,"Catheters, Intra-Aortic Balloon"
10727,"Catheters, Intravenous, Peripheral"
10729,"Catheters, Central Venous"
10730,"Catheters, Irrigation"
10731,"Catheters, Jejunostomy"
10732,"Catheters, Mushroom"
10734,"Catheters, Nelaton"
10735,"Catheters, Nephrostomy"
10736,"Catheters, Occlusion"
10737,"Catheters, Olive Tip"
10739,"Catheters, Perfusion"
10741,"Catheters, Pericardium Drainage"
10742,"Catheters, Peritoneal Dialysis"
10746,"Catheters, Rectal"
10747,"Catheters, Septostomy"
10748,"Catheters, Single-Needle Hemodialysis"
10749,"Catheters, Suction"
10751,"Catheters, Suprapubic"
10754,"Catheters, Cardiac Balloon, Thermal Dilution"
10756,"Catheters, Thrombectomy"
10759,"Catheters, Umbilical"
10760,"Catheters, Umbrella"
10761,"Catheters, Ureteral"
10762,"Catheters, Urethral"
10763,"Catheters, Urethral, Diagnostic"
10764,"Catheters, Urinary"
10765,"Catheters, Urinary, Condom"
10767,"Catheters, Urinary, Irrigation"
10769,"Catheters, Intracranial, Ventricular"
10776,"Manometer Sets, Venous, Central/Peripheral"
10778,Centrifuges
10779,"Centrifuges, Microhematocrit"
10780,"Centrifuges, Tabletop"
10787,Chairs
10788,"Chairs, Bath"
10789,"Chairs, Blood Drawing"
10790,"Chairs, Cardiac"
10792,"Chairs, Dental"
10794,"Chairs, Examination/Treatment, Ear/Nose/Throat"
10795,"Chairs, Flotation Therapy"
10796,"Chairs, Geriatric"
10797,"Chairs, Pediatric"
10799,"Chairs, Podiatric"
10801,"Chairs, Rehabilitation"
10802,"Chairs, Shower"
10810,"Recorders, Chart"
10816,"Binders, Chest"
10817,"Drainage Systems, Pleural"
10822,"Radiographic Units, Chest"
10824,Chisels
10825,"Chisels, Bone"
10827,"Chisels, Mastoid"
10828,"Chisels, Nasal"
10829,"Chisels, Orthopedic"
10831,Choledochoscopes
10832,Chromoradiometers
10833,Chronaximeters
10838,Circuit Breaker Testers
10839,Circulatory Assist Units
10840,"Circulatory Assist Units, Cardiac"
10846,"Circulatory Assist Units, Intra-Aortic Balloon"
10847,"Circulatory Assist Units, Ventricular"
10849,"Circulatory Assist Units, Venous Return"
10858,Circumcision Trays
10859,"Circumcision Trays, Disposable"
10860,"Circumcision Trays, Reusable"
10861,Clamps
10864,"Clamps, Aorta"
10865,"Clamps, Artery"
10866,"Clamps, Bone"
10867,"Clamps, Bronchus"
10868,"Clamps, Bulldog"
10869,"Clamps, Circumcision"
10870,"Clamps, Hemorrhoidal"
10871,"Clamps, Intestinal"
10872,"Clamps, Patent Ductus"
10873,"Clamps, Peripheral Vascular"
10875,"Clamps, Tubing"
10876,"Clamps, Umbilical"
10894,Clip Appliers
10895,Clip Removers
10898,Clips
10901,"Clips, Bandage"
10902,"Clips, Drape"
10904,"Clips, Instrument"
10905,"Clips, Aneurysm"
10906,"Clips, Iris"
10907,"Clips, Nose"
10908,"Clips, Penis"
10909,"Clips, Scalp"
10910,"Clips, Skin"
10911,"Clips, Suture"
10914,"Clips, Towel"
10915,"Clips, Vena Caval"
10916,"Clips, Wound"
10918,"Clocks, Elapsed-Time"
10932,Cold Packs
10937,Collars
10938,"Collars, Cervical"
10941,Collectors
10943,"Collectors, Sputum"
10944,"Collectors, Urine"
10950,Colonoscopes
10951,Coloscopes
10960,Colposcopes
10961,Commode Seats
10962,Commodes
10964,Compimeters
10965,Compresses
10966,"Compresses, Gauze"
10967,"Compresses, Moist Heat"
10969,"Compression Units, Intermittent"
10971,Compressors
10972,"Compressors, Medical-Air"
10977,Computers
10980,"Computers, Cardiac Catheterization Laboratory"
10981,"Computers, ECG Interpretation"
10984,"Computers, Pulmonary Function Laboratory"
10985,Condoms
10986,"Aprons, Conductive"
10990,"Testers, Conductivity"
10992,"Testers, Conductivity, Floor and Equipment"
10993,"Testers, Conductivity, Gown"
10994,"Testers, Conductivity, Shoe"
10995,"Cleaners, Contact Lens"
10996,Contact Lenses
11001,Continuous Positive Airway Pressure Units
11003,Contourographs
11009,Controllers
11010,Infusion Controllers
11017,Cornish Hemostatic Wool
11023,"Correlators, Retinal"
11024,Corsets
11028,Cotton Balls
11049,Crib Tops
11052,Cricothyreotomes
11058,"Dental Crowns, Preformed"
11059,Crushers
11060,"Crushers, Fascia"
11062,Crutch Pads
11063,Crutches
11066,Cryometers
11067,"Cryosurgical Units, General-Purpose"
11068,"Cryosurgical Units, Ophthalmic"
11071,Cuff Inflators
11072,Cuffs
11073,"Cuffs, Blood Pressure"
11079,Culdoscopes
11084,Curets
11089,"Current Limiters, Patient Leads"
11090,"Curtains, Cubicle, Reusable"
11093,Cushions
11095,"Cushions, Foot"
11096,"Cushions, Ring"
11097,"Cushions, Ring, Foam Rubber"
11098,"Cushions, Ring, Inflatable"
11099,"Cushions, Stool"
11100,"Cushions, Wheelchair"
11101,Cuspidors
11111,Cystometers
11112,Cystoscopes
11113,Cystitomes
11114,Cystourethroscopes
11122,Decapitation Instruments
11126,"Decompression Units, Abdominal"
11127,Defibrillator Analyzers
11129,Defibrillator/Monitors
11130,Defibrillator Paddle Pads
11132,Defibrillators
11133,"Defibrillators, Internal"
11134,"Defibrillators, Battery-Powered"
11137,"Defibrillators, Line-Powered"
11141,Delivery Kits
11145,Demineralizers
11150,"Cement, Dental"
11155,"Rubber Dams, Dental"
11156,Dental Engines
11158,Dental Floss
11159,"Dental Foil, Gold"
11160,Dental Hand Instruments
11161,"Handpieces, Dental"
11164,"Stools, Dental"
11165,Dental Delivery Units
11167,Dentaphones
11168,Dentifrice
11169,"Cups, Denture"
11170,Denture Cushions
11171,Denture Repair Kits
11172,"Dentures, Preformed"
11177,Dermabrasion Units
11179,Dermatomes
11182,Dermohygrometers
11183,Dermotherms
11184,Desensitizers
11202,Device Status Tags
11206,Dialysate Conductivity Meters
11211,"Dialysate Delivery Systems, Multipatient"
11213,"Dialysate Delivery Systems, Single-Patient"
11218,Hemodialysis Units
11219,Hemodialysis Unit Air Bubble-Foam Detectors
11220,Hemodialysis Unit Blood Pumps
11222,Hemodialysis Unit Conductivity Monitors
11224,Hemodialysis Unit Single-Needle Controllers
11225,Hemodialysis Tubing Sets
11226,Peritoneal Dialysis Units
11227,Peritoneal Dialysis Unit Tubing Sets
11228,Dialysis Unit Test Equipment
11230,Dialyzers
11232,"Dialyzers, Hemodialysis"
11233,"Dialyzers, Hemodialysis, Coil"
11234,"Dialyzers, Hemodialysis, Hollow-Fiber"
11235,"Dialyzers, Hemodialysis, Parallel-Plate"
11237,Diamond Rotary Instruments
11238,Diapers
11239,"Diapers, Adult"
11240,"Diapers, Pediatric"
11244,Diathermy Units
11245,"Diathermy Units, Microwave"
11246,"Diathermy Units, Shortwave"
11248,"Ultrasound Units, Physical Therapy"
11253,Dilatometers
11254,Dilators
11255,"Dilators, Cardiac"
11256,"Dilators, Common Duct"
11257,"Dilators, Esophageal"
11259,"Dilators, Lacrimal"
11260,"Dilators, Nasal"
11261,"Dilators, Pulmonary"
11262,"Dilators, Rectal"
11263,"Dilators, Tracheal"
11264,"Dilators, Tubal"
11265,"Dilators, Urethral"
11266,"Dilators, Uterine"
11267,"Dilators, Vaginal"
11268,"Dilators, Vascular"
11269,Diopsimeters
11274,Directoscopes
11278,Disinfectors
11279,"Disinfecting Units, Liquid, Flexible Endoscope"
11280,"Disinfectors, Pasteurization"
11282,"Disks, Dental"
11283,Dispensers
11284,"Dispensers, Brush"
11285,"Dispensers, Fluid"
11287,"Unit-Dose Dispensers, Pill, Narcotic Control"
11289,Dissecting Kits
11290,Dissectors
11291,Distractors
11293,Dolorimeters
11295,"Dosimeters, Radiation"
11297,Douche Kits
11298,Douche Nozzles
11301,Drainage Bags
11303,"Bottles, Drainage"
11304,Drains
11305,"Drains, Wound"
11307,"Drains, T"
11308,"Drains, Thoracic"
11310,"Drains, Vent"
11313,"Jars, Dressing"
11314,Dressing Kits
11315,Dressings
11321,"Dressings, Aerosol"
11322,"Dressings, Burn"
11323,"Dressings, Foam"
11324,"Dressings, Germicidal"
11325,"Dressings, Nonadherent"
11326,Dressing Pads
11327,"Dressings, Roller Gauze"
11328,"Dressings, Universal"
11329,Drills
11330,"Drills, Biopsy"
11331,"Drills, Bone"
11332,"Drills, Cannulated"
11333,"Drills, Cervical"
11334,"Perforators, Cranial, Automatic"
11337,"Drills, Fingernail"
11338,"Drills, Intramedullary"
11339,"Drills, Middle Ear Surgery"
11341,"Burs, Oral Surgery"
11342,"Drills, Perforator"
11345,Driver/Extractors
11346,"Driver/Extractors, Bone Nail-Pin"
11347,"Driver/Extractors, Bone Plate"
11359,Duodenoscopes
11365,"Dynamometers, Other"
11367,"Dynamometers, Squeeze"
11369,"Bougies, Ear"
11370,"Droppers, Ear"
11371,"Irrigation Kits, Ear"
11374,Ear Piercing Instruments
11375,Ear Plugs
11376,"Syringes, Ear"
11379,ECG Monitor Analyzers
11381,"Simulators, ECG"
11385,"Recorders, Echocardiographic"
11387,Echoencephalographs
11389,"Scanners, Ultrasonic, Ophthalmic"
11391,Eikonometers
11393,"Ejectors, Saliva"
11394,"Elastomers, Silicone Rubber"
11399,Electrical Safety Analyzers
11401,Electrobasographs
11402,Electrocardiocontourographs
11407,Electrocardiographs
11410,Electrocardiograph Cable Testers
11411,"Electrocardiographs, Multichannel"
11413,"Electrocardiographs, Single-Channel"
11418,Electrocautery Units
11421,"Electrocautery Units, Battery-Powered"
11422,"Electrocautery Units, Line-Powered"
11425,"Gel, Electrode"
11426,"Testers, Electrode"
11429,Electrode Straps
11431,"Electrodes, Blood Gas"
11432,"Electrodes, Blood Gas, Carbon Dioxide"
11433,"Electrodes, Blood Gas, Oxygen"
11434,"Electrodes, Catheter Tip"
11436,"Electrodes, Cystoscopic"
11439,"Electrodes, Electrocardiographic"
11440,"Electrodes, Electroencephalographic"
11441,"Electrodes, Electromyographic"
11442,"Electrodes, Electronystagmographic"
11443,"Electrodes, Electrooculogram"
11444,"Electrodes, Electroshock"
11446,"Electrodes, Esophageal"
11447,"Electrodes, Fetal Scalp"
11452,"Electrodes, Nasopharyngeal"
11453,"Electrodes, Neurological"
11454,"Electrodes, Neuromuscular Stimulator"
11458,"Leads, Pacemaker, Implantable Myocardial"
11460,"Electrodes, Electroretinographic"
11461,"Electrodes, Sweat Test"
11467,Electroencephalographs
11471,Electrogoniometers
11473,Electromanometers
11474,Electromyographs
11479,Electronystagmographs
11480,Electrooculographs
11482,Electroretinographs
11483,Electrorheographs
11484,Electroconvulsive Therapy Units
11485,Electrosleep Units
11487,Electrostatic Voltage Detectors
11489,Electrosurgical Unit Analyzers
11490,Electrosurgical Units
11493,"Electrosurgical Unit Adapters, Cable"
11494,"Electrosurgical Unit Adapters, Hand Control"
11496,"Cables/Leads, Electrosurgical Unit"
11497,"Electrode Holders, Electrosurgical"
11499,"Electrodes, Electrosurgical, Active, Hand-Controlled"
11500,"Electrodes, Electrosurgical, Return"
11502,"Forceps, Electrosurgical"
11503,Electrotherapeutic Units
11504,Elevators
11506,"Elevators, ENT"
11507,"Elevators, Neurosurgical"
11508,"Elevators, Orthopedic"
11515,Emergency Drug Kits
11522,"Basins, Emesis"
11526,Encephaloscopes
11529,Endoradiographs
11530,Endoradiosondes
11531,"Sampling Kits, Endometrial"
11576,Endoscopic Power Supplies
11577,"Endoscopic Power Supplies, Battery-Operated"
11578,"Endoscopic Power Supplies, Line-Operated"
11581,Enema Bags
11582,Enema Kits
11583,Enema Tips
11585,Ear/Nose/Throat Treatment Units
11587,Enucleators
11588,"Alarms, Enuresis"
11589,Epilators
11592,Ergometers
11597,"Bougies, Esophageal"
11599,Esophageal Coolers
11600,Esophageal Motility Analyzers
11601,"Stethoscopes, Esophageal"
11603,Esophagoscopes
11604,Esthesiometers
11606,"Droppers, Ether"
11608,Ethylene Oxide Analyzers
11614,Evoked-Potential Units
11617,"Excavators, Endaural"
11618,Exchange Transfusion Kits
11620,Exercise Stairs
11621,"Stools, Exercise"
11623,Exercisers
11625,"Exercisers, Arm"
11627,"Exercisers, Chest"
11628,"Exercisers, Finger"
11629,"Exercisers, Hand"
11630,"Exercisers, Leg and Ankle"
11631,"Exercisers, Continuous Passive Motion"
11633,Quadriceps Boards
11634,"Exercisers, Respiratory"
11636,"Exercisers, Shoulder"
11638,"Exercisers, Trapeze"
11652,"Charts, Eye"
11653,"Cups, Eye"
11654,"Droppers, Eye"
11655,"Irrigation Kits, Eye"
11657,"Masks, Eye"
11659,"Masks, Eye, Phototherapy"
11661,Eye Pads
11663,"Shields, Eye"
11667,Eyeglasses
11675,Enteral Feeding Bags
11677,Enteral Feeding Kits
11684,Fenestrometers
11692,Fetal Heart Detectors
11695,"Fetal Heart Detectors, Phono"
11696,"Fetal Heart Detectors, Ultrasonic"
11700,Fibrillators
11701,Files
11702,"Files, Bone"
11703,"Files, Callous"
11704,Filiforms
11710,Filters
11711,"Filters, Air"
11712,"Filters, Bacteria"
11713,"Filters, Blood"
11716,"Filters, Intravenous Tubing"
11717,"Filters, Kidney Stone"
11718,"Filters, Vena Cava"
11719,Finger Cots
11720,Finger Protectors
11723,First Aid Kits
11726,Fittings/Adapters
11727,"Fittings/Adapters, Pneumatic, DISS"
11729,"Fittings/Adapters, Luer"
11731,"Fittings/Adapters, Pneumatic, Quick-Connect"
11736,Flicker-Fusion Units
11740,"Floor Mats, Antibacterial"
11744,Flow Timers
11745,Flow Totalizers
11746,Flowmeters
11748,"Flowmeters, Gas"
11751,"Dressings, Fluff"
11757,"Radiographic/Fluoroscopic Units, General-Purpose"
11758,"Radiographic/Fluoroscopic Units, Mobile"
11761,Fluxmeters
11769,Foot Boards
11771,Footstools
11772,"Footstools, Conductive"
11773,"Footstools, Nonconductive"
11774,Forceps
11775,"Forceps, Biopsy"
11777,"Forceps, Dressing"
11779,"Forceps, Laparoscopic"
11780,"Forceps, Epilation"
11781,"Forceps, Fixation"
11782,"Forceps, Gallbladder"
11784,"Forceps, Hemostatic"
11785,"Forceps, Intestinal"
11787,"Forceps, Lung"
11788,"Forceps, Obstetrical"
11790,"Forceps, Specimen"
11791,"Forceps, Sponge"
11792,"Forceps, Sterilizer Transfer"
11793,"Forceps, Stone Manipulation"
11794,"Forceps, Suction"
11797,"Forceps, Tissue"
11798,"Forceps, Utility"
11799,"Jars, Forceps"
11802,Forensic Evidence Kits
11803,"Forensic Evidence Kits, Sexual Assault"
11814,Fume Evacuators
11822,Gags
11825,Beta/Gamma Detectors
11835,"Carriers, Medical Device"
11838,Gas Cylinder Stands/Holders
11848,Gas Sampling Units
11850,Gasometers
11853,Gastroduodenoscopes
11854,Gastrographs
11856,Gastroscopes
11857,"Gastroscopes, Flexible"
11858,"Gastroscopes, Rigid"
11859,Gauze
11868,"Cups, Geriatric Feeding"
11878,Glove Processing Units
11879,Gloves
11880,"Gloves, Autopsy"
11882,"Gloves, Examination/Treatment"
11883,"Gloves, Surgical"
11884,"Gloves, Surgical, Hypoallergenic"
11885,"Gloves, Utility"
11893,Goniometers
11894,Gonioscopes
11895,Gouges
11897,Gowns
11898,"Gowns, Operating Room"
11901,"Gowns, Operating Room, Disposable"
11902,"Gowns, Operating Room, Reusable"
11903,"Gowns, Patient"
11904,"Gowns, Patient, Disposable"
11905,"Gowns, Patient, Reusable"
11908,Grafts
11910,"Grafts, Bone"
11912,"Grafts, Skin"
11913,"Prostheses, Blood Vessel, Biological"
11919,Ground Fault Circuit Interrupter Testers
11920,Ground Fault Circuit Interrupters
11923,Grounding System Testers
11925,Guide Wires
11927,Guides
11930,"Guides, Drill"
11931,"Guides, Gigli Saw"
11933,Guillotines
11934,"Guillotines, Adenoid"
11935,"Guillotines, Tonsil"
11937,Gustometers
11939,"Clippers, Hair"
11941,Halogenated Anesthetics Analyzers
11947,Hammers
11949,"Hammers, Neurological"
11950,"Hammers, Percussion"
11958,Head Halters
11960,Head Mirrors
11961,"Shields, Face"
11962,Head Tanks
11963,Headlights
11964,Headrests
11967,Hearing Aids
11969,Heart-Lung Bypass Units
11973,"Heat Exchangers, Heart-Lung Bypass"
11974,"Oxygenators, Extracorporeal Bubble"
11975,"Pulsatile Pressure Generators, Heart-Lung Bypass Unit"
11977,"Simulators, Heart Sound"
11978,Heat Exchangers
11985,Heating Pads
11988,"Pads, Circulating-Fluid, Localized Heating/Cooling"
11989,"Heating Pads, Electric"
11991,Heel Stirrups
11995,Surgical Helmet Systems
11996,Hemacytometers
12001,Hemoperfusion Systems
12009,His Bundle Detectors
12021,Hoods
12022,"Hoods, Chemical Fume"
12025,"Hoods, Isolation, Laminar Air Flow"
12027,"Hoods, Oxygen"
12028,Hooks
12029,"Hooks, Cordotomy"
12030,"Hooks, Ether"
12031,"Hooks, Incus"
12032,"Hooks, Intrauterine Device Removal"
12033,"Hooks, Rhinoplastic"
12034,"Hooks, Scleral Fixation"
12035,"Hooks, Skin"
12036,"Hooks, Strabismus"
12037,"Hooks, Sympathectomy"
12038,"Hooks, Tracheal"
12040,Hot Packs
12042,"Bottles, Hot/Cold Water"
12047,Humidifiers
12050,"Humidifiers, Heated"
12051,"Humidifiers, Nonheated"
12059,Hygrometers
12061,"Chambers, Hyperbaric"
12066,"Hyperthermia Units, Radio-Frequency"
12067,Hypo/Hyperthermia Blankets
12068,Hypo/Hyperthermia Units
12074,"Hypo/Hyperthermia Units, Central"
12075,"Hypo/Hyperthermia Units, Mobile, General-Purpose"
12076,"Chambers, Hypobaric"
12078,Hypothermia Units
12081,Hysteroscopes
12082,Ice Bags
12085,"Collars, Ice"
12088,Identification Bracelets
12093,Immobilizers
12094,"Immobilizers, Ankle"
12095,"Immobilizers, Arm"
12096,"Immobilizers, Elbow"
12097,"Immobilizers, Infant"
12099,"Immobilizers, Knee"
12101,"Immobilizers, Shoulder"
12102,"Immobilizers, Wrist"
12103,Impedance Cardiographs
12108,Incision and Drainage Kits
12109,Incontinence Clamps
12110,Linen Protection Pads
12111,Incontinence Pants
12112,Incubators
12113,"Incubators, Infant"
12114,"Incubators, Infant, Transport"
12128,"Inhalers, Aerosol"
12129,Injectors
12132,"Injectors, Medication/Vaccine, Syringe"
12134,"Injectors, Thermal Dilution"
12135,Insect Sting Emergency Kits
12142,"Racks, Instrument"
12143,"Trays, Instrument"
12144,Insufflators
12152,Intracervical Devices
12155,Intrauterine Balloons
12156,Intrauterine Devices
12157,Intravenous Administration Sets
12159,"Intravenous Administration Sets, Buret"
12161,"Catheterization Kits, Intravenous"
12162,Intravenous Catheter-Needle Immobilizers
12168,"Counters, Intravenous Drop"
12170,Intravenous Extension Tubing Kits
12171,"Flowmeters, Intravenous"
12172,Intravenous Fluid Containers
12173,Intravenous Hangers
12177,Intravenous Poles
12184,Ionized Air Generators
12185,Iontophoresis Units
12199,"Testers, Isolated Power System"
12200,"Chambers, Isolation"
12222,Keratomes
12223,Kick Bucket Liners
12229,Kinesthesiometers
12234,"Blades, Knife"
12235,Knife Handles
12236,Knife Holders
12237,Knife Needles
12239,Knives
12240,"Knives, Amputating"
12241,"Knives, Cataract"
12242,"Knives, Commissurotomy"
12243,"Knives, Dermatome"
12244,"Knives, Dural Hook"
12245,"Knives, Ear"
12247,"Knives, Keratome"
12248,"Knives, Meniscus"
12249,"Knives, Microtome"
12250,"Knives, Paraffin"
12251,"Knives, Plaster"
12252,"Knives, Scalpel"
12253,"Knives, Skin Grafting"
12254,"Knives, Sternum"
12255,"Knives, Tonsil"
12268,Laminar Air Flow Units
12270,Laminaria Tents
12276,"Lights, Examination"
12278,"Lights, Infrared"
12279,"Lights, Perineal Heat"
12281,Slit Lamps
12282,"Lights, Surgical"
12283,"Lights, Ultraviolet"
12284,"Lights, Ultraviolet, Germicidal"
