id,code,name
hospital.umdns_10216,10216,"Aspirators, Nasal"
hospital.umdns_10217,10217,"Aspirators, Surgical"
hospital.umdns_10218,10218,"Aspirators, Thoracic"
hospital.umdns_10219,10219,"Aspirators, Tracheal"
hospital.umdns_10222,10222,"Aspirators, Uterine"
hospital.umdns_10223,10223,"Aspirators, Wound"
hospital.umdns_10224,10224,Ataxiagraphs
hospital.umdns_10225,10225,Atmocauteries
hospital.umdns_10226,10226,Atomizers
hospital.umdns_10228,10228,Audiometers
hospital.umdns_10229,10229,Audiometric Booths
hospital.umdns_10234,10234,"Tourniquets, Pneumatic, Automatic Rotating"
hospital.umdns_10239,10239,Autotransfusion Units
hospital.umdns_10243,10243,Baby Care Kits
hospital.umdns_10248,10248,Backrests
hospital.umdns_10261,10261,Balances
hospital.umdns_10263,10263,"Balances, Electronic"
hospital.umdns_10264,10264,"Balances, Mechanical"
hospital.umdns_10266,10266,Ballistocardiographs
hospital.umdns_10274,10274,Bandages
hospital.umdns_10276,10276,"Bandages/Dressings, Adhesive"
hospital.umdns_10278,10278,"Adhesive Strips, Butterfly"
hospital.umdns_10279,10279,"Bandages, Elastic"
hospital.umdns_10281,10281,"Bandages, Gauze"
hospital.umdns_10284,10284,"Bandages, Pressure"
hospital.umdns_10286,10286,"Bandages, Scultetus"
hospital.umdns_10288,10288,"Bandages, Self-Adherent"
hospital.umdns_10289,10289,"Bandages, Traction"
hospital.umdns_10291,10291,"Bandages, Tubular"
hospital.umdns_10297,10297,Metabolic Carts
hospital.umdns_10298,10298,Basin Stands
hospital.umdns_10302,10302,Bassinets
hospital.umdns_10304,10304,Bath Boots
hospital.umdns_10306,10306,"Pillows, Bath"
hospital.umdns_10316,10316,"Bathtubs, Portable"
hospital.umdns_10326,10326,Bed Boards
hospital.umdns_10328,10328,Bed Cradles
hospital.umdns_10334,10334,"Cleaners, Bedpan"
hospital.umdns_10335,10335,"Covers, Bedpan"
hospital.umdns_10336,10336,"Racks, Bedpan"
hospital.umdns_10338,10338,"Warmers, Bedpan"
hospital.umdns_10339,10339,Bedpans
hospital.umdns_10340,10340,"Bedpans, Fracture"
hospital.umdns_10341,10341,Bedrails
hospital.umdns_10342,10342,Beds
hospital.umdns_10345,10345,"Beds, Circle Electric"
hospital.umdns_10347,10347,"Beds, Electric"
hospital.umdns_10348,10348,"Beds, Flotation Therapy"
hospital.umdns_10351,10351,"Beds, Fluoroscopic"
hospital.umdns_10353,10353,"Beds, Hydraulic"
hospital.umdns_10356,10356,"Beds, Labor"
hospital.umdns_10357,10357,"Beds, Mechanical"
hospital.umdns_10360,10360,"Beds, Orthopedic"
hospital.umdns_10362,10362,"Beds, Pediatric"
hospital.umdns_10363,10363,"Beds, Rocking"
hospital.umdns_10368,10368,"Stools, Bedside"
hospital.umdns_10369,10369,Behavioral Therapy Units
hospital.umdns_10382,10382,Bibs
hospital.umdns_10383,10383,"Ergometers, Bicycle"
hospital.umdns_10385,10385,"Exercisers, Bicycle"
hospital.umdns_10386,10386,Bile Collection Bags
hospital.umdns_10396,10396,Biofeedback Systems
hospital.umdns_10397,10397,Biological Monitoring Systems
hospital.umdns_10401,10401,Biopsy Kits
hospital.umdns_10403,10403,"Biopsy Kits, Ultrasonic Aspiration"
hospital.umdns_10405,10405,Bite Blocks
hospital.umdns_10406,10406,"Irrigation Kits, Bladder"
hospital.umdns_10408,10408,"Jars, Blade"
hospital.umdns_10414,10414,"Warmers, Blanket"
hospital.umdns_10415,10415,Blankets
hospital.umdns_10416,10416,"Blankets, Aluminized Rescue"
hospital.umdns_10417,10417,"Blankets, Infant"
hospital.umdns_10421,10421,Blood Administration Sets
hospital.umdns_10425,10425,Blood Culture Kits
hospital.umdns_10426,10426,Blood Donor Sets
hospital.umdns_10429,10429,"Blood-Flow Detectors, Ultrasonic"
hospital.umdns_10430,10430,"Flowmeters, Blood"
hospital.umdns_10431,10431,"Flowmeters, Blood, Electromagnetic"
hospital.umdns_10432,10432,"Flowmeters, Blood, Ultrasonic"
hospital.umdns_10438,10438,"Sampling Kits, Blood Gas"
hospital.umdns_10440,10440,"Lancets, Blood"
hospital.umdns_10446,10446,"Sampling Kits, Blood"
hospital.umdns_10447,10447,"Warmers, Blood/Solution"
hospital.umdns_10455,10455,"Cutters, Bone"
hospital.umdns_10456,10456,"Blades, Bone Cutting"
hospital.umdns_10458,10458,"Drivers, Bone Staple"
hospital.umdns_10459,10459,Bone Wax
hospital.umdns_10479,10479,Brassieres
hospital.umdns_10480,10480,"Brassieres, Maternity"
hospital.umdns_10481,10481,"Brassieres, Surgical"
hospital.umdns_10483,10483,"Binders, Breast"
hospital.umdns_10484,10484,Breast Pads
hospital.umdns_10485,10485,"Pumps, Breast"
hospital.umdns_10486,10486,Breathing Bags
hospital.umdns_10491,10491,Bronchoscopes
hospital.umdns_10492,10492,"Spirometers, Bronchial"
hospital.umdns_10500,10500,Brushes
hospital.umdns_10502,10502,"Brushes, Bur Cleaning"
hospital.umdns_10503,10503,"Brushes, Denture"
hospital.umdns_10505,10505,"Brushes, Eye"
hospital.umdns_10506,10506,"Brushes, Gingival"
hospital.umdns_10507,10507,"Brushes, Surgical Scrub"
hospital.umdns_10509,10509,"Brushes, Tracheal Tube"
hospital.umdns_10510,10510,Bubble Detectors
hospital.umdns_10511,10511,"Traps, Bubble"
hospital.umdns_10516,10516,Burn Kits
hospital.umdns_10519,10519,Burs
hospital.umdns_10520,10520,"Burs, Cranial"
hospital.umdns_10521,10521,"Burs, Dental"
hospital.umdns_10522,10522,"Burs, Podiatric"
hospital.umdns_10526,10526,Cabinets
hospital.umdns_10529,10529,"Cabinets, Anesthesia"
hospital.umdns_10531,10531,"Cabinets, Bedside"
hospital.umdns_10532,10532,"Cabinets, Dental"
hospital.umdns_10534,10534,"Cabinets, Instrument"
hospital.umdns_10535,10535,"Cabinets, Medicine"
hospital.umdns_10536,10536,"Cabinets, Narcotic Control"
hospital.umdns_10538,10538,"Cabinets, Treatment, Ultraviolet"
hospital.umdns_10540,10540,"Cabinets, Warming"
hospital.umdns_10541,10541,"Cabinets, Pass Box, X-ray"
hospital.umdns_10542,10542,"Straps, Cable"
hospital.umdns_10546,10546,Calipers
hospital.umdns_10547,10547,"Calipers, Skinfold, Manual"
hospital.umdns_10548,10548,Caloric Irrigation Units
hospital.umdns_10549,10549,Cameras
hospital.umdns_10551,10551,"Cameras, Fundus"
hospital.umdns_10552,10552,"Cameras, Identification"
hospital.umdns_10555,10555,"Cameras, Newborn"
hospital.umdns_10558,10558,"Cameras, Oscilloscope"
hospital.umdns_10559,10559,"Cameras, Surgical"
hospital.umdns_10560,10560,Canes
hospital.umdns_10561,10561,Cannulae
hospital.umdns_10564,10564,"Cannulae, Arterial"
hospital.umdns_10566,10566,"Cannulae, Aspirating"
hospital.umdns_10567,10567,"Cannulae, Brain"
hospital.umdns_10569,10569,"Cannulae, Coronary Artery"
hospital.umdns_10571,10571,"Cannulae, Ear"
hospital.umdns_10572,10572,"Cannulae, Epidural"
hospital.umdns_10573,10573,"Cannulae, Eye"
hospital.umdns_10574,10574,"Cannulae, Eye, Cyclodialysis"
hospital.umdns_10575,10575,"Cannulae, Eye, Lacrimal"
hospital.umdns_10576,10576,"Cannulae, Femoral"
hospital.umdns_10578,10578,"Cannulae, Sinus"
hospital.umdns_10580,10580,"Cannulae, Uterine"
hospital.umdns_10581,10581,"Cannulae, Vena Caval"
hospital.umdns_10582,10582,"Cannulae, Venous"
hospital.umdns_10588,10588,Carbon Dioxide Analyzers
hospital.umdns_10598,10598,"Catheterization Kits, Cardiac"
hospital.umdns_10608,10608,Cardiac Compression Boards
hospital.umdns_10613,10613,Cardiac Output Units
hospital.umdns_10614,10614,"Cardiac Output Units, Direct Fick"
hospital.umdns_10615,10615,"Cardiac Output Units, Thermal Dilution"
hospital.umdns_10617,10617,Cardiodynameters
hospital.umdns_10634,10634,"Washers, Cart"
hospital.umdns_10635,10635,Carts
hospital.umdns_10636,10636,"Carts, Anesthetist's"
hospital.umdns_10641,10641,"Carts, Instrument"
hospital.umdns_10642,10642,"Carts, Isolation"
hospital.umdns_10644,10644,"Carts, Medication"
hospital.umdns_10646,10646,"Carts, Orthopedic Supply"
hospital.umdns_10647,10647,"Carts, Resuscitation"
hospital.umdns_10650,10650,"Carts, Traction"
hospital.umdns_10655,10655,Cast Cutters
hospital.umdns_10656,10656,Cast Cutter Vacuums
hospital.umdns_10662,10662,"Casting Units, Dental"
hospital.umdns_10665,10665,Cast Material
hospital.umdns_10667,10667,Cast Boots
hospital.umdns_10668,10668,"Shoes, Cast"
hospital.umdns_10669,10669,Cast Stockinettes
hospital.umdns_10671,10671,"Socks, Cast Toe"
hospital.umdns_10672,10672,Cast Walking Heels
hospital.umdns_10673,10673,Cataract Extraction Units
hospital.umdns_10676,10676,Catheter Care Kits
hospital.umdns_10678,10678,Catheter Introducers
hospital.umdns_10685,10685,Catheters
hospital.umdns_10688,10688,"Catheters, Angiography"
hospital.umdns_10689,10689,"Catheters, Arterial"
hospital.umdns_10691,10691,"Catheters, Arterial Micro-Flow"
hospital.umdns_10694,10694,"Catheters, Barium Enema"
hospital.umdns_10695,10695,"Catheters, Bartholin's Gland"
hospital.umdns_10696,10696,"Catheters, Biliary"
hospital.umdns_10698,10698,"Catheters, Cardiac"
hospital.umdns_10700,10700,"Catheters, Cardiac Balloon"
hospital.umdns_10701,10701,"Catheters, Cardiac Bypass"
hospital.umdns_10702,10702,"Catheters, Cardiac Percutaneous"
hospital.umdns_10704,10704,"Catheters, Cerebrospinal"
hospital.umdns_10706,10706,"Catheters, Coronary Perfusion"
hospital.umdns_10709,10709,"Catheters, DePezzer"
hospital.umdns_10714,10714,"Catheters, Embolectomy"
hospital.umdns_10716,10716,"Catheters, Esophageal Balloon"
hospital.umdns_10717,10717,"Catheters, Epidural"
hospital.umdns_10718,10718,"Catheters, Eustachian"
hospital.umdns_10720,10720,"Catheters, Urinary, Foley"
hospital.umdns_10723,10723,"Catheters, Hemostatic"
hospital.umdns_10725,10725,"Catheters, Intra-Aortic Balloon"
hospital.umdns_10727,10727,"Catheters, Intravenous, Peripheral"
hospital.umdns_10729,10729,"Catheters, Central Venous"
hospital.umdns_10730,10730,"Catheters, Irrigation"
hospital.umdns_10731,10731,"Catheters, Jejunostomy"
hospital.umdns_10732,10732,"Catheters, Mushroom"
hospital.umdns_10734,10734,"Catheters, Nelaton"
hospital.umdns_10735,10735,"Catheters, Nephrostomy"
hospital.umdns_10736,10736,"Catheters, Occlusion"
hospital.umdns_10737,10737,"Catheters, Olive Tip"
hospital.umdns_10739,10739,"Catheters, Perfusion"
hospital.umdns_10741,10741,"Catheters, Pericardium Drainage"
hospital.umdns_10742,10742,"Catheters, Peritoneal Dialysis"
hospital.umdns_10746,10746,"Catheters, Rectal"
hospital.umdns_10747,10747,"Catheters, Septostomy"
hospital.umdns_10748,10748,"Catheters, Single-Needle Hemodialysis"
hospital.umdns_10749,10749,"Catheters, Suction"
hospital.umdns_10751,10751,"Catheters, Suprapubic"
hospital.umdns_10754,10754,"Catheters, Cardiac Balloon, Thermal Dilution"
hospital.umdns_10756,10756,"Catheters, Thrombectomy"
hospital.umdns_10759,10759,"Catheters, Umbilical"
hospital.umdns_10760,10760,"Catheters, Umbrella"
hospital.umdns_10761,10761,"Catheters, Ureteral"
hospital.umdns_10762,10762,"Catheters, Urethral"
hospital.umdns_10763,10763,"Catheters, Urethral, Diagnostic"
hospital.umdns_10764,10764,"Catheters, Urinary"
hospital.umdns_10765,10765,"Catheters, Urinary, Condom"
hospital.umdns_10767,10767,"Catheters, Urinary, Irrigation"
hospital.umdns_10769,10769,"Catheters, Intracranial, Ventricular"
hospital.umdns_10776,10776,"Manometer Sets, Venous, Central/Peripheral"
hospital.umdns_10778,10778,Centrifuges
hospital.umdns_10779,10779,"Centrifuges, Microhematocrit"
hospital.umdns_10780,10780,"Centrifuges, Tabletop"
hospital.umdns_10787,10787,Chairs
hospital.umdns_10788,10788,"Chairs, Bath"
hospital.umdns_10789,10789,"Chairs, Blood Drawing"
hospital.umdns_10790,10790,"Chairs, Cardiac"
hospital.umdns_10792,10792,"Chairs, Dental"
hospital.umdns_10794,10794,"Chairs, Examination/Treatment, Ear/Nose/Throat"
hospital.umdns_10795,10795,"Chairs, Flotation Therapy"
hospital.umdns_10796,10796,"Chairs, Geriatric"
hospital.umdns_10797,10797,"Chairs, Pediatric"
hospital.umdns_10799,10799,"Chairs, Podiatric"
hospital.umdns_10801,10801,"Chairs, Rehabilitation"
hospital.umdns_10802,10802,"Chairs, Shower"
hospital.umdns_10810,10810,"Recorders, Chart"
hospital.umdns_10816,10816,"Binders, Chest"
hospital.umdns_10817,10817,"Drainage Systems, Pleural"
hospital.umdns_10822,10822,"Radiographic Units, Chest"
hospital.umdns_10824,10824,Chisels
hospital.umdns_10825,10825,"Chisels, Bone"
hospital.umdns_10827,10827,"Chisels, Mastoid"
hospital.umdns_10828,10828,"Chisels, Nasal"
hospital.umdns_10829,10829,"Chisels, Orthopedic"
hospital.umdns_10831,10831,Choledochoscopes
hospital.umdns_10832,10832,Chromoradiometers
hospital.umdns_10833,10833,Chronaximeters
hospital.umdns_10838,10838,Circuit Breaker Testers
hospital.umdns_10839,10839,Circulatory Assist Units
hospital.umdns_10840,10840,"Circulatory Assist Units, Cardiac"
hospital.umdns_10846,10846,"Circulatory Assist Units, Intra-Aortic Balloon"
hospital.umdns_10847,10847,"Circulatory Assist Units, Ventricular"
hospital.umdns_10849,10849,"Circulatory Assist Units, Venous Return"
hospital.umdns_10858,10858,Circumcision Trays
hospital.umdns_10859,10859,"Circumcision Trays, Disposable"
hospital.umdns_10860,10860,"Circumcision Trays, Reusable"
hospital.umdns_10861,10861,Clamps
hospital.umdns_10864,10864,"Clamps, Aorta"
hospital.umdns_10865,10865,"Clamps, Artery"
hospital.umdns_10866,10866,"Clamps, Bone"
hospital.umdns_10867,10867,"Clamps, Bronchus"
hospital.umdns_10868,10868,"Clamps, Bulldog"
hospital.umdns_10869,10869,"Clamps, Circumcision"
hospital.umdns_10870,10870,"Clamps, Hemorrhoidal"
hospital.umdns_10871,10871,"Clamps, Intestinal"
hospital.umdns_10872,10872,"Clamps, Patent Ductus"
hospital.umdns_10873,10873,"Clamps, Peripheral Vascular"
hospital.umdns_10875,10875,"Clamps, Tubing"
hospital.umdns_10876,10876,"Clamps, Umbilical"
hospital.umdns_10894,10894,Clip Appliers
hospital.umdns_10895,10895,Clip Removers
hospital.umdns_10898,10898,Clips
hospital.umdns_10901,10901,"Clips, Bandage"
hospital.umdns_10902,10902,"Clips, Drape"
hospital.umdns_10904,10904,"Clips, Instrument"
hospital.umdns_10905,10905,"Clips, Aneurysm"
hospital.umdns_10906,10906,"Clips, Iris"
hospital.umdns_10907,10907,"Clips, Nose"
hospital.umdns_10908,10908,"Clips, Penis"
hospital.umdns_10909,10909,"Clips, Scalp"
hospital.umdns_10910,10910,"Clips, Skin"
hospital.umdns_10911,10911,"Clips, Suture"
hospital.umdns_10914,10914,"Clips, Towel"
hospital.umdns_10915,10915,"Clips, Vena Caval"
hospital.umdns_10916,10916,"Clips, Wound"
hospital.umdns_10918,10918,"Clocks, Elapsed-Time"
hospital.umdns_10932,10932,Cold Packs
hospital.umdns_10937,10937,Collars
hospital.umdns_10938,10938,"Collars, Cervical"
hospital.umdns_10941,10941,Collectors
hospital.umdns_10943,10943,"Collectors, Sputum"
hospital.umdns_10944,10944,"Collectors, Urine"
hospital.umdns_10950,10950,Colonoscopes
hospital.umdns_10951,10951,Coloscopes
hospital.umdns_10960,10960,Colposcopes
hospital.umdns_10961,10961,Commode Seats
hospital.umdns_10962,10962,Commodes
hospital.umdns_10964,10964,Compimeters
hospital.umdns_10965,10965,Compresses
hospital.umdns_10966,10966,"Compresses, Gauze"
hospital.umdns_10967,10967,"Compresses, Moist Heat"
hospital.umdns_10969,10969,"Compression Units, Intermittent"
hospital.umdns_10971,10971,Compressors
hospital.umdns_10972,10972,"Compressors, Medical-Air"
hospital.umdns_10977,10977,Computers
hospital.umdns_10980,10980,"Computers, Cardiac Catheterization Laboratory"
hospital.umdns_10981,10981,"Computers, ECG Interpretation"
hospital.umdns_10984,10984,"Computers, Pulmonary Function Laboratory"
hospital.umdns_10985,10985,Condoms
hospital.umdns_10986,10986,"Aprons, Conductive"
hospital.umdns_10990,10990,"Testers, Conductivity"
hospital.umdns_10992,10992,"Testers, Conductivity, Floor and Equipment"
hospital.umdns_10993,10993,"Testers, Conductivity, Gown"
hospital.umdns_10994,10994,"Testers, Conductivity, Shoe"
hospital.umdns_10995,10995,"Cleaners, Contact Lens"
hospital.umdns_10996,10996,Contact Lenses
hospital.umdns_11001,11001,Continuous Positive Airway Pressure Units
hospital.umdns_11003,11003,Contourographs
hospital.umdns_11009,11009,Controllers
hospital.umdns_11010,11010,Infusion Controllers
hospital.umdns_11017,11017,Cornish Hemostatic Wool
hospital.umdns_11023,11023,"Correlators, Retinal"
hospital.umdns_11024,11024,Corsets
hospital.umdns_11028,11028,Cotton Balls
hospital.umdns_11049,11049,Crib Tops
hospital.umdns_11052,11052,Cricothyreotomes
hospital.umdns_11058,11058,"Dental Crowns, Preformed"
hospital.umdns_11059,11059,Crushers
hospital.umdns_11060,11060,"Crushers, Fascia"
hospital.umdns_11062,11062,Crutch Pads
hospital.umdns_11063,11063,Crutches
hospital.umdns_11066,11066,Cryometers
hospital.umdns_11067,11067,"Cryosurgical Units, General-Purpose"
hospital.umdns_11068,11068,"Cryosurgical Units, Ophthalmic"
hospital.umdns_11071,11071,Cuff Inflators
hospital.umdns_11072,11072,Cuffs
hospital.umdns_11073,11073,"Cuffs, Blood Pressure"
hospital.umdns_11079,11079,Culdoscopes
hospital.umdns_11084,11084,Curets
hospital.umdns_11089,11089,"Current Limiters, Patient Leads"
hospital.umdns_11090,11090,"Curtains, Cubicle, Reusable"
hospital.umdns_11093,11093,Cushions
hospital.umdns_11095,11095,"Cushions, Foot"
hospital.umdns_11096,11096,"Cushions, Ring"
hospital.umdns_11097,11097,"Cushions, Ring, Foam Rubber"
hospital.umdns_11098,11098,"Cushions, Ring, Inflatable"
hospital.umdns_11099,11099,"Cushions, Stool"
hospital.umdns_11100,11100,"Cushions, Wheelchair"
hospital.umdns_11101,11101,Cuspidors
hospital.umdns_11111,11111,Cystometers
hospital.umdns_11112,11112,Cystoscopes
hospital.umdns_11113,11113,Cystitomes
hospital.umdns_11114,11114,Cystourethroscopes
hospital.umdns_11122,11122,Decapitation Instruments
hospital.umdns_11126,11126,"Decompression Units, Abdominal"
hospital.umdns_11127,11127,Defibrillator Analyzers
hospital.umdns_11129,11129,Defibrillator/Monitors
hospital.umdns_11130,11130,Defibrillator Paddle Pads
hospital.umdns_11132,11132,Defibrillators
hospital.umdns_11133,11133,"Defibrillators, Internal"
hospital.umdns_11134,11134,"Defibrillators, Battery-Powered"
hospital.umdns_11137,11137,"Defibrillators, Line-Powered"
hospital.umdns_11141,11141,Delivery Kits
hospital.umdns_11145,11145,Demineralizers
hospital.umdns_11150,11150,"Cement, Dental"
hospital.umdns_11155,11155,"Rubber Dams, Dental"
hospital.umdns_11156,11156,Dental Engines
hospital.umdns_11158,11158,Dental Floss
hospital.umdns_11159,11159,"Dental Foil, Gold"
hospital.umdns_11160,11160,Dental Hand Instruments
hospital.umdns_11161,11161,"Handpieces, Dental"
hospital.umdns_11164,11164,"Stools, Dental"
hospital.umdns_11165,11165,Dental Delivery Units
hospital.umdns_11167,11167,Dentaphones
hospital.umdns_11168,11168,Dentifrice
hospital.umdns_11169,11169,"Cups, Denture"
hospital.umdns_11170,11170,Denture Cushions
hospital.umdns_11171,11171,Denture Repair Kits
hospital.umdns_11172,11172,"Dentures, Preformed"
hospital.umdns_11177,11177,Dermabrasion Units
hospital.umdns_11179,11179,Dermatomes
hospital.umdns_11182,11182,Dermohygrometers
hospital.umdns_11183,11183,Dermotherms
hospital.umdns_11184,11184,Desensitizers
hospital.umdns_11202,11202,Device Status Tags
hospital.umdns_11206,11206,Dialysate Conductivity Meters
hospital.umdns_11211,11211,"Dialysate Delivery Systems, Multipatient"
hospital.umdns_11213,11213,"Dialysate Delivery Systems, Single-Patient"
hospital.umdns_11218,11218,Hemodialysis Units
hospital.umdns_11219,11219,Hemodialysis Unit Air Bubble-Foam Detectors
hospital.umdns_11220,11220,Hemodialysis Unit Blood Pumps
hospital.umdns_11222,11222,Hemodialysis Unit Conductivity Monitors
hospital.umdns_11224,11224,Hemodialysis Unit Single-Needle Controllers
hospital.umdns_11225,11225,Hemodialysis Tubing Sets
hospital.umdns_11226,11226,Peritoneal Dialysis Units
hospital.umdns_11227,11227,Peritoneal Dialysis Unit Tubing Sets
hospital.umdns_11228,11228,Dialysis Unit Test Equipment
hospital.umdns_11230,11230,Dialyzers
hospital.umdns_11232,11232,"Dialyzers, Hemodialysis"
hospital.umdns_11233,11233,"Dialyzers, Hemodialysis, Coil"
hospital.umdns_11234,11234,"Dialyzers, Hemodialysis, Hollow-Fiber"
hospital.umdns_11235,11235,"Dialyzers, Hemodialysis, Parallel-Plate"
hospital.umdns_11237,11237,Diamond Rotary Instruments
hospital.umdns_11238,11238,Diapers
hospital.umdns_11239,11239,"Diapers, Adult"
hospital.umdns_11240,11240,"Diapers, Pediatric"
hospital.umdns_11244,11244,Diathermy Units
hospital.umdns_11245,11245,"Diathermy Units, Microwave"
hospital.umdns_11246,11246,"Diathermy Units, Shortwave"
hospital.umdns_11248,11248,"Ultrasound Units, Physical Therapy"
hospital.umdns_11253,11253,Dilatometers
hospital.umdns_11254,11254,Dilators
hospital.umdns_11255,11255,"Dilators, Cardiac"
hospital.umdns_11256,11256,"Dilators, Common Duct"
hospital.umdns_11257,11257,"Dilators, Esophageal"
hospital.umdns_11259,11259,"Dilators, Lacrimal"
hospital.umdns_11260,11260,"Dilators, Nasal"
hospital.umdns_11261,11261,"Dilators, Pulmonary"
hospital.umdns_11262,11262,"Dilators, Rectal"
hospital.umdns_11263,11263,"Dilators, Tracheal"
hospital.umdns_11264,11264,"Dilators, Tubal"
hospital.umdns_11265,11265,"Dilators, Urethral"
hospital.umdns_11266,11266,"Dilators, Uterine"
hospital.umdns_11267,11267,"Dilators, Vaginal"
hospital.umdns_11268,11268,"Dilators, Vascular"
hospital.umdns_11269,11269,Diopsimeters
hospital.umdns_11274,11274,Directoscopes
hospital.umdns_11278,11278,Disinfectors
hospital.umdns_11279,11279,"Disinfecting Units, Liquid, Flexible Endoscope"
hospital.umdns_11280,11280,"Disinfectors, Pasteurization"
hospital.umdns_11282,11282,"Disks, Dental"
hospital.umdns_11283,11283,Dispensers
hospital.umdns_11284,11284,"Dispensers, Brush"
hospital.umdns_11285,11285,"Dispensers, Fluid"
hospital.umdns_11287,11287,"Unit-Dose Dispensers, Pill, Narcotic Control"
hospital.umdns_11289,11289,Dissecting Kits
hospital.umdns_11290,11290,Dissectors
hospital.umdns_11291,11291,Distractors
hospital.umdns_11293,11293,Dolorimeters
hospital.umdns_11295,11295,"Dosimeters, Radiation"
hospital.umdns_11297,11297,Douche Kits
hospital.umdns_11298,11298,Douche Nozzles
hospital.umdns_11301,11301,Drainage Bags
hospital.umdns_11303,11303,"Bottles, Drainage"
hospital.umdns_11304,11304,Drains
hospital.umdns_11305,11305,"Drains, Wound"
hospital.umdns_11307,11307,"Drains, T"
hospital.umdns_11308,11308,"Drains, Thoracic"
hospital.umdns_11310,11310,"Drains, Vent"
hospital.umdns_11313,11313,"Jars, Dressing"
hospital.umdns_11314,11314,Dressing Kits
hospital.umdns_11315,11315,Dressings
hospital.umdns_11321,11321,"Dressings, Aerosol"
